Model,permno,evtdate,cret,car,bhar,nrets,nrets_est
Market-Adjusted Model,16007,2023-11-14,0.0075757499,-0.061844974,-0.087957735,21,100
Market-Adjusted Model,16008,2023-11-14,0.1768365565,0.0823161769,0.0813030718,21,100
Market-Adjusted Model,16009,2023-11-14,0.1856170945,0.0828547522,0.0900836097,21,100
Market-Adjusted Model,16012,2023-11-14,0.2811408295,0.2210086107,0.1856073448,21,100
Market-Adjusted Model,16015,2023-11-14,0.0738414433,-0.019302029,-0.021692041,21,100
Market-Adjusted Model,16017,2023-11-14,0.0807026784,-0.013457573,-0.014830806,21,100
Market-Adjusted Model,16018,2023-11-14,0.0867776413,-0.007823235,-0.008755843,21,100
Market-Adjusted Model,16019,2023-11-14,0.1207717285,0.0298950821,0.0252382438,21,100
Market-Adjusted Model,16020,2023-11-14,0.079335757,-0.006236361,-0.016197728,21,100
Market-Adjusted Model,16021,2023-11-14,-0.095478866,-0.18693112,-0.191012351,21,100
Market-Adjusted Model,16034,2023-11-14,0.1245674348,0.0283546467,0.02903395,21,100
Market-Adjusted Model,16043,2023-11-14,-0.006351879,-0.048744251,-0.101885363,21,100
Market-Adjusted Model,16044,2023-11-14,-0.015215787,-0.096402907,-0.110749272,21,100
Market-Adjusted Model,16048,2023-11-14,0.0422685215,-0.049962755,-0.053264963,21,100
Market-Adjusted Model,16049,2023-11-14,-0.027027064,-0.10181769,-0.122560548,21,100
Market-Adjusted Model,16055,2023-11-14,0.0944223186,-0.000269585,-0.001111166,21,100
Market-Adjusted Model,16057,2023-11-14,0.0121820195,-0.079646617,-0.083351465,21,100
Market-Adjusted Model,16059,2023-11-14,0.0779483143,-0.01606282,-0.01758517,21,100
Market-Adjusted Model,16060,2023-11-14,0.1290434257,0.0308621474,0.033509941,21,100
Market-Adjusted Model,16062,2023-11-14,0.173134311,0.0835194671,0.0776008263,21,100
Market-Adjusted Model,16063,2023-11-14,0.1032937329,0.0117927692,0.0077602482,21,100
Market-Adjusted Model,16064,2023-11-14,0.2979437793,0.202847118,0.2024102946,21,100
Market-Adjusted Model,16066,2023-11-14,1.0952381068,0.7024492377,0.9997046221,21,100
Market-Adjusted Model,16070,2023-11-14,0.194174808,0.1273373279,0.0986413233,21,100
Market-Adjusted Model,16071,2023-11-14,0.2118028963,0.1207108903,0.1162694116,21,100
Market-Adjusted Model,16075,2023-11-14,-0.040856078,-0.131197314,-0.136389563,21,100
Market-Adjusted Model,16076,2023-11-14,0.1355379693,0.0380634975,0.0400044846,21,100
Market-Adjusted Model,16077,2023-11-14,0.9450548529,0.6418452182,0.8495213681,21,100
Market-Adjusted Model,16080,2023-11-14,0.0793949242,-0.014448359,-0.016138561,21,100
Market-Adjusted Model,16082,2023-11-14,0.0061894027,-0.075106013,-0.089344082,21,100
Market-Adjusted Model,16083,2023-11-14,0.135710728,0.0403883513,0.0401772433,21,100
Market-Adjusted Model,16084,2023-11-14,0.1457005813,0.0462761264,0.0501670965,21,100
Market-Adjusted Model,16086,2023-11-14,-0.032520294,-0.108697611,-0.128053778,21,100
Market-Adjusted Model,16087,2023-11-14,0.042279468,-0.049981169,-0.053254017,21,100
Market-Adjusted Model,16090,2023-11-14,0.4658925784,0.3694862375,0.3703590937,21,100
Market-Adjusted Model,16092,2023-11-14,0.0896685495,-0.005316813,-0.005864935,21,100
Market-Adjusted Model,16093,2023-11-14,0.0662610231,-0.026606057,-0.029272462,21,100
Market-Adjusted Model,16094,2023-11-14,0.0660022803,-0.027779356,-0.029531204,21,100
Market-Adjusted Model,16097,2023-11-14,0.1317122769,0.0366764857,0.0361787922,21,100
Market-Adjusted Model,16098,2023-11-14,0.0572120877,-0.036080156,-0.038321397,21,100
Market-Adjusted Model,16099,2023-11-14,0.2665198145,0.1737038208,0.1709863298,21,100
Market-Adjusted Model,16104,2023-11-14,-0.116326085,0.007481966,-0.21185957,21,100
Market-Adjusted Model,16107,2023-11-14,0.0756837642,-0.018143794,-0.019849721,21,100
Market-Adjusted Model,16108,2023-11-14,-0.111111097,-0.152264703,-0.206644582,21,100
Market-Adjusted Model,16111,2023-11-14,0.0999999862,0.0307243976,0.0044665014,21,100
Market-Adjusted Model,16113,2023-11-14,0.0840280406,-0.010766845,-0.011505444,21,100
Market-Adjusted Model,16114,2023-11-14,0.0774692425,-0.016481637,-0.018064242,21,100
Market-Adjusted Model,16115,2023-11-14,0.0467772337,-0.046023882,-0.048756251,21,100
Market-Adjusted Model,16119,2023-11-14,0.0139804777,-0.074081423,-0.081553007,21,100
Market-Adjusted Model,16120,2023-11-14,-0.033877033,-0.120931733,-0.129410518,21,100
Market-Adjusted Model,16122,2023-11-14,0.0787386313,-0.015286088,-0.016794853,21,100
Market-Adjusted Model,16123,2023-11-14,0.066446095,-0.026987554,-0.02908739,21,100
Market-Adjusted Model,16126,2023-11-14,0.0286319932,-0.060863947,-0.066901492,21,100
Market-Adjusted Model,16128,2023-11-14,-0.082790122,-0.177764764,-0.178323607,21,100
Market-Adjusted Model,16130,2023-11-14,0.0846580772,-0.009946708,-0.010875408,21,100
Market-Adjusted Model,16131,2023-11-14,0.0639748494,-0.02901949,-0.031558635,21,100
Market-Adjusted Model,16132,2023-11-14,0.0993755528,0.0035502744,0.0038420681,21,100
Market-Adjusted Model,16135,2023-11-14,0.0970178595,0.0012837765,0.0014843748,21,100
Market-Adjusted Model,16136,2023-11-14,0.1688160088,0.0682038164,0.0732825241,21,100
Market-Adjusted Model,16139,2023-11-14,0.1782273387,0.0767931098,0.082693854,21,100
Market-Adjusted Model,16140,2023-11-14,0.3118428322,0.1859297354,0.2163093474,21,100
Market-Adjusted Model,16145,2023-11-14,0.0844444748,0.0143749898,-0.01108901,21,100
Market-Adjusted Model,16146,2023-11-14,-0.335333387,-0.430849088,-0.430866872,21,100
Market-Adjusted Model,16156,2023-11-14,0.1969080604,0.0952813399,0.1013745757,21,100
Market-Adjusted Model,16161,2023-11-14,0.035377372,-0.041091115,-0.060156113,21,100
Market-Adjusted Model,16164,2023-11-14,-0.894946789,-1.430394059,-0.990480274,21,100
Market-Adjusted Model,16166,2023-11-14,0.0900365446,-0.005137855,-0.00549694,21,100
Market-Adjusted Model,16167,2023-11-14,0.0894252888,-0.005755983,-0.006108196,21,100
Market-Adjusted Model,16171,2023-11-14,0.0459859752,-0.042221921,-0.04954751,21,100
Market-Adjusted Model,16172,2023-11-14,0.1034722762,0.0072812923,0.0079387915,21,100
Market-Adjusted Model,16179,2023-11-14,-0.136645975,-0.206235416,-0.232179459,21,100
Market-Adjusted Model,16181,2023-11-14,0.0991957395,0.0339312601,0.0036622548,21,100
Market-Adjusted Model,16182,2023-11-14,0.4018211262,0.2579452444,0.3062876415,21,100
Market-Adjusted Model,16186,2023-11-14,0.2878787255,0.2026473335,0.1923452408,21,100
Market-Adjusted Model,16188,2023-11-14,-0.0089686,0.0217781186,-0.104502085,21,100
Market-Adjusted Model,16247,2023-11-14,-0.27810653,-0.197676171,-0.373640015,21,100
Market-Adjusted Model,16250,2023-11-14,0.0957792357,0.0466844272,0.000245751,21,100
Market-Adjusted Model,16251,2023-11-14,0.1231533701,0.029861036,0.0276198854,21,100
Market-Adjusted Model,16252,2023-11-14,0.7384190482,0.5106326684,0.6428855635,21,100
Market-Adjusted Model,16253,2023-11-14,0.1079711861,0.0156982478,0.0124377013,21,100
Market-Adjusted Model,16255,2023-11-14,0.0016305552,-0.085231173,-0.09390293,21,100
Market-Adjusted Model,16260,2023-11-14,0.1248139229,0.0298406155,0.0292804382,21,100
Market-Adjusted Model,16263,2023-11-14,0.2387955771,0.1325974742,0.1432620924,21,100
Market-Adjusted Model,16271,2023-11-14,0.0594477324,-0.033726483,-0.036085752,21,100
Market-Adjusted Model,16274,2023-11-14,0.0578722249,-0.035415724,-0.03766126,21,100
Market-Adjusted Model,16276,2023-11-14,-0.04926034,-0.134067508,-0.144793825,21,100
Market-Adjusted Model,16277,2023-11-14,0.0935574624,0.0005863486,-0.001976022,21,100
Market-Adjusted Model,16281,2023-11-14,0.1933085438,0.1055466922,0.097775059,21,100
Market-Adjusted Model,16283,2023-11-14,0.1775410533,0.0734756048,0.0820075686,21,100
Market-Adjusted Model,16284,2023-11-14,0.0549688295,-0.036959051,-0.040564655,21,100
Market-Adjusted Model,16285,2023-11-14,0.0895867588,-0.002393902,-0.005946726,21,100
Market-Adjusted Model,16287,2023-11-14,0.04398377,-0.038979067,-0.051549715,21,100
Market-Adjusted Model,16288,2023-11-14,0.0791136164,-0.015096599,-0.016419868,21,100
Market-Adjusted Model,16289,2023-11-14,0.2140920719,0.1046114189,0.1185585872,21,100
Market-Adjusted Model,16290,2023-11-14,0.1687817269,0.0741390727,0.0732482421,21,100
Market-Adjusted Model,16291,2023-11-14,0.1424039827,0.0434367578,0.046870498,21,100
Market-Adjusted Model,16292,2023-11-14,0.0442556875,-0.048297257,-0.051277797,21,100
Market-Adjusted Model,16293,2023-11-14,0.0218658739,-0.069451807,-0.073667611,21,100
Market-Adjusted Model,16294,2023-11-14,0.1735284811,0.0708761074,0.0779949964,21,100
Market-Adjusted Model,16295,2023-11-14,-0.016086179,-0.106604034,-0.111619664,21,100
Market-Adjusted Model,16296,2023-11-14,0.1511642086,0.0524769023,0.0556307238,21,100
Market-Adjusted Model,16297,2023-11-14,0.107643078,0.0120960927,0.0121095933,21,100
Market-Adjusted Model,16302,2023-11-14,0.0520113499,-0.040811855,-0.043522135,21,100
Market-Adjusted Model,16304,2023-11-14,0.1833713731,0.079852345,0.0878378883,21,100
Market-Adjusted Model,16305,2023-11-14,0.0916030403,-0.002301533,-0.003930444,21,100
Market-Adjusted Model,16307,2023-11-14,0.1483457163,0.048310163,0.0528122315,21,100
Market-Adjusted Model,16308,2023-11-14,0.0086455475,-0.027080768,-0.027463337,3,100
Market-Adjusted Model,16309,2023-11-14,0.0356145057,-0.032966079,-0.059918979,21,100
Market-Adjusted Model,16310,2023-11-14,0.040724,-0.034696053,-0.054809485,21,100
Market-Adjusted Model,16311,2023-11-14,0.005917867,-0.086105159,-0.089615618,21,100
Market-Adjusted Model,16312,2023-11-14,0.1247211881,0.0265141942,0.0291877034,21,100
Market-Adjusted Model,16318,2023-11-14,0.1525932884,0.0671755322,0.0570598037,21,100
Market-Adjusted Model,16319,2023-11-14,0.1411603628,0.0505410389,0.0456268781,21,100
Market-Adjusted Model,16320,2023-11-14,0.0840172676,-0.010607051,-0.011516217,21,100
Market-Adjusted Model,16321,2023-11-14,0.0844904834,-0.010213227,-0.011043001,21,100
Market-Adjusted Model,16322,2023-11-14,0.1042418978,0.0078965858,0.0087084131,21,100
Market-Adjusted Model,16323,2023-11-14,0.0700333084,-0.023881783,-0.025500176,21,100
Market-Adjusted Model,16324,2023-11-14,0.0791283182,-0.015192622,-0.016405167,21,100
Market-Adjusted Model,16325,2023-11-14,0.0749133957,-0.019104478,-0.020620089,21,100
Market-Adjusted Model,16326,2023-11-14,0.077402318,-0.016893059,-0.018131167,21,100
Market-Adjusted Model,16327,2023-11-14,0.004624812,-0.087395077,-0.090908673,21,100
Market-Adjusted Model,16330,2023-11-14,0.0207680192,-0.07140589,-0.074765465,21,100
Market-Adjusted Model,16334,2023-11-14,0.052476366,-0.040565299,-0.043057119,21,100
Market-Adjusted Model,16337,2023-11-14,0.1046351158,0.008952321,0.0091016311,21,100
Market-Adjusted Model,16338,2023-11-14,0.1721199459,0.0712460316,0.0765864612,21,100
Market-Adjusted Model,16339,2023-11-14,0.1197150342,0.0282414733,0.0241815495,21,100
Market-Adjusted Model,16341,2023-11-14,0.0062259795,-0.084417722,-0.089307505,21,100
Market-Adjusted Model,16342,2023-11-14,-0.0307646,-0.112384287,-0.126298085,21,100
Market-Adjusted Model,16343,2023-11-14,-0.188145111,-0.285396594,-0.283678595,21,100
Market-Adjusted Model,16347,2023-11-14,0.0442338368,-0.043029516,-0.051299648,21,100
Market-Adjusted Model,16348,2023-11-14,0.0259584488,-0.063458777,-0.069575036,21,100
Market-Adjusted Model,16376,2023-11-14,0.0606060797,0.0001495921,-0.034927405,21,100
Market-Adjusted Model,16377,2023-11-14,-0.144385034,-0.235271048,-0.239918519,21,100
Market-Adjusted Model,16381,2023-11-14,0.1962712086,0.0965704835,0.1007377239,21,100
Market-Adjusted Model,16383,2023-11-14,0.7747237383,0.5343693854,0.6791902536,21,100
Market-Adjusted Model,16386,2023-11-14,0.1382452871,0.0488806511,0.0427118024,21,100
Market-Adjusted Model,16392,2023-11-14,-0.046709194,-0.126304576,-0.142242679,21,100
Market-Adjusted Model,16393,2023-11-14,0.0080677898,-0.034465106,-0.087465695,21,100
Market-Adjusted Model,16400,2023-11-14,-0.285714289,-0.404030441,-0.381247774,21,100
Market-Adjusted Model,16401,2023-11-14,0.0786239977,-0.004205646,-0.016909487,21,100
Market-Adjusted Model,16403,2023-11-14,0.187118001,0.0834728591,0.0915845163,21,100
Market-Adjusted Model,16431,2023-11-14,0.0927325334,-0.00193357,-0.002800951,21,100
Market-Adjusted Model,16432,2023-11-14,0.1918506164,0.0884659565,0.0963171316,21,100
Market-Adjusted Model,16434,2023-11-14,0.1189496334,0.0272515971,0.0234161486,21,100
Market-Adjusted Model,16436,2023-11-14,0.0796670123,-0.009524008,-0.015866472,21,100
Market-Adjusted Model,16437,2023-11-14,0.3111379684,0.1902429942,0.2156044837,21,100
Market-Adjusted Model,16439,2023-11-14,0.0618617463,-0.031644721,-0.033671738,21,100
Market-Adjusted Model,16442,2023-11-14,-0.122507141,-0.215728344,-0.218040626,21,100
Market-Adjusted Model,16446,2023-11-14,0.0936465379,-0.001662418,-0.001886947,21,100
Market-Adjusted Model,16447,2023-11-14,0.0628188089,-0.030047792,-0.032714676,21,100
Market-Adjusted Model,16448,2023-11-14,-0.105605699,-0.198826075,-0.201139183,21,100
Market-Adjusted Model,16449,2023-11-14,-0.060235903,-0.15073245,-0.155769388,21,100
Market-Adjusted Model,16454,2023-11-14,-0.068664232,-0.16086942,-0.164197717,21,100
Market-Adjusted Model,16457,2023-11-14,0.0685101436,-0.024914355,-0.027023341,21,100
Market-Adjusted Model,16458,2023-11-14,0.1981132493,0.1287605173,0.1025797645,21,100
Market-Adjusted Model,16461,2023-11-14,0.0312806136,-0.049119592,-0.064252871,21,100
Market-Adjusted Model,16463,2023-11-14,0.5480769986,0.3767731998,0.4525435139,21,100
Market-Adjusted Model,16465,2023-11-14,-0.092696612,-0.161370242,-0.188230096,21,100
Market-Adjusted Model,16466,2023-11-14,0.0697674461,0.0107377251,-0.025766039,21,100
Market-Adjusted Model,16471,2023-11-14,-0.048076876,-0.134322745,-0.143610361,21,100
Market-Adjusted Model,16472,2023-11-14,0.0861423299,0.0276869629,-0.009391155,21,100
Market-Adjusted Model,16473,2023-11-14,0.0371516666,-0.024235397,-0.058381818,21,100
Market-Adjusted Model,16479,2023-11-14,0.1786407868,0.0784978994,0.0831073021,21,100
Market-Adjusted Model,16480,2023-11-14,0.0752455902,-0.001801906,-0.020287895,21,100
Market-Adjusted Model,16481,2023-11-14,0.0506770927,-0.04225137,-0.044856392,21,100
Market-Adjusted Model,16482,2023-11-14,0.1153314148,0.0179989908,0.01979793,21,100
Market-Adjusted Model,16485,2023-11-14,0.0149742153,-0.075999554,-0.07933337,19,100
Market-Adjusted Model,16486,2023-11-14,0.0561526091,-0.036956616,-0.039380876,21,100
Market-Adjusted Model,16487,2023-11-14,0.0766324906,-0.015759494,-0.018900994,21,100
Market-Adjusted Model,16488,2023-11-14,0.0095126365,-0.08253535,-0.086020848,21,100
Market-Adjusted Model,16494,2023-11-14,0.0451693057,-0.047487582,-0.050364179,21,100
Market-Adjusted Model,16495,2023-11-14,0.1668965611,0.0748677629,0.0713630763,21,100
Market-Adjusted Model,16497,2023-11-14,-0.045312492,-0.103661281,-0.140845977,21,100
Market-Adjusted Model,16498,2023-11-14,-0.037396081,-0.120833589,-0.132929565,21,100
Market-Adjusted Model,16499,2023-11-14,0.2739130068,0.1623819573,0.1783795221,21,100
Market-Adjusted Model,16505,2023-11-14,0.1245981794,0.0285130425,0.0290646947,21,100
Market-Adjusted Model,16510,2023-11-14,0.1040924724,0.0093304806,0.0085589876,21,100
Market-Adjusted Model,16511,2023-11-14,0.0522361344,-0.040796137,-0.04329735,21,100
Market-Adjusted Model,16515,2023-11-14,0.1489452117,0.0546492917,0.053411727,21,100
Market-Adjusted Model,16516,2023-11-14,0.0856914907,-0.008971552,-0.009841994,21,100
Market-Adjusted Model,16518,2023-11-14,0.0449918743,-0.047717972,-0.05054161,21,100
Market-Adjusted Model,16522,2023-11-14,0.2171945774,0.1252237556,0.1216610927,21,100
Market-Adjusted Model,16523,2023-11-14,0.0991653773,0.0032791205,0.0036318926,21,100
Market-Adjusted Model,16524,2023-11-14,0.3030303363,0.2051431763,0.2074968515,21,100
Market-Adjusted Model,16525,2023-11-14,0.1070833184,0.0253071435,0.0115498337,21,100
Market-Adjusted Model,16528,2023-11-14,0.0177215153,-0.06057043,-0.077811969,21,100
Market-Adjusted Model,16532,2023-11-14,-0.745901693,-1.08424707,-0.841435178,21,100
Market-Adjusted Model,16533,2023-11-14,-0.175793669,-0.266120476,-0.271327153,21,100
Market-Adjusted Model,16535,2023-11-14,-0.169509342,-0.257388637,-0.265042827,21,100
Market-Adjusted Model,16536,2023-11-14,-0.056701027,-0.123124455,-0.152234512,21,100
Market-Adjusted Model,16537,2023-11-14,-0.056603796,-0.140787822,-0.152137281,21,100
Market-Adjusted Model,16538,2023-11-14,-0.052417828,-0.141229869,-0.147951313,21,100
Market-Adjusted Model,16541,2023-11-14,-0.234309636,-0.222268717,-0.329843121,21,100
Market-Adjusted Model,16542,2023-11-14,0.6938775067,0.5162352722,0.5983440219,21,100
Market-Adjusted Model,16543,2023-11-14,0.0564245932,-0.034221527,-0.039108891,21,100
Market-Adjusted Model,16545,2023-11-14,-0.186666722,-0.229057972,-0.282200207,21,100
Market-Adjusted Model,16548,2023-11-14,0.1851701477,0.0853699344,0.089636663,21,100
Market-Adjusted Model,16554,2023-11-14,0.4193262935,0.2847278852,0.3237928088,21,100
Market-Adjusted Model,16555,2023-11-14,0.2342602567,0.1259164288,0.138726772,21,100
Market-Adjusted Model,16558,2023-11-14,0.0365851877,-0.010469664,-0.011138477,4,100
Market-Adjusted Model,16559,2023-11-14,0.0046950279,-0.087322787,-0.090838457,21,100
Market-Adjusted Model,16560,2023-11-14,0.0755894724,-0.01526913,-0.019944012,21,100
Market-Adjusted Model,16562,2023-11-14,-0.146149168,-0.235720359,-0.241682652,21,100
Market-Adjusted Model,16565,2023-11-14,0.0898482049,-0.004754048,-0.00568528,21,100
Market-Adjusted Model,16566,2023-11-14,0.0848099157,-0.009847078,-0.010723569,21,100
Market-Adjusted Model,16567,2023-11-14,0.0575672151,-0.035075405,-0.03796627,21,100
Market-Adjusted Model,16577,2023-11-14,0.1552432672,0.067469233,0.0597097824,21,100
Market-Adjusted Model,16578,2023-11-14,0.0990809714,0.003594618,0.0035474867,21,100
Market-Adjusted Model,16581,2023-11-14,0.1353005711,0.0386028826,0.0397670863,21,100
Market-Adjusted Model,16582,2023-11-14,-0.019337288,-0.109934708,-0.114870772,21,100
Market-Adjusted Model,16583,2023-11-14,0.0920664631,-0.001504157,-0.003467022,21,100
Market-Adjusted Model,16584,2023-11-14,0.0990115025,0.0035313324,0.0034780178,21,100
Market-Adjusted Model,16585,2023-11-14,0.127725805,0.0322832598,0.0321923203,21,100
Market-Adjusted Model,16588,2023-11-14,0.0521898904,-0.040765682,-0.043343594,21,100
Market-Adjusted Model,16591,2023-11-14,-0.037917455,-0.124263893,-0.13345094,21,100
Market-Adjusted Model,16592,2023-11-14,0.3817878444,0.2996936009,0.2862543597,21,100
Market-Adjusted Model,16594,2023-11-14,-0.35162101,-0.449831439,-0.447154495,21,100
Market-Adjusted Model,16595,2023-11-14,0.3381443118,0.2053611145,0.2426108271,21,100
Market-Adjusted Model,16597,2023-11-14,0.2566288172,0.1626693599,0.1610953325,21,100
Market-Adjusted Model,16600,2023-11-14,0.0046801243,-0.0862205,-0.09085336,21,100
Market-Adjusted Model,16603,2023-11-14,-0.017873084,-0.099288594,-0.113406568,21,100
Market-Adjusted Model,16604,2023-11-14,-0.005229665,-0.096876806,-0.10076315,21,100
Market-Adjusted Model,16605,2023-11-14,-0.016532847,-0.108019597,-0.112066332,21,100
Market-Adjusted Model,16606,2023-11-14,-0.009041567,-0.100466955,-0.104575052,21,100
Market-Adjusted Model,16610,2023-11-14,0.0894193174,-0.005448048,-0.006114167,21,100
Market-Adjusted Model,16611,2023-11-14,0.0353888655,-0.054771691,-0.060144619,21,100
Market-Adjusted Model,16612,2023-11-14,0.0640222161,-0.028773464,-0.031511269,21,100
Market-Adjusted Model,16613,2023-11-14,-0.0471428,-0.06520653,-0.142676285,21,100
Market-Adjusted Model,16617,2023-11-14,-0.122605341,-0.217260696,-0.218138826,21,100
Market-Adjusted Model,16623,2023-11-14,0.049245774,-0.043713336,-0.046287711,21,100
Market-Adjusted Model,16625,2023-11-14,0.2443750137,0.2175417936,0.148841529,21,100
Market-Adjusted Model,16626,2023-11-14,-0.153846131,-0.25150476,-0.249379616,21,100
Market-Adjusted Model,16630,2023-11-14,0.3169502056,0.1924336237,0.2214167209,21,100
Market-Adjusted Model,16631,2023-11-14,0.0101678062,-0.079579878,-0.085365678,21,100
Market-Adjusted Model,16632,2023-11-14,0.1639363838,0.0639203915,0.068402899,21,100
Market-Adjusted Model,16633,2023-11-14,-0.018676801,-0.109633672,-0.114210286,21,100
Market-Adjusted Model,16638,2023-11-14,0.0715447211,-0.019589898,-0.023988764,21,100
Market-Adjusted Model,16641,2023-11-14,0.0868946093,-0.003417353,-0.008638875,21,100
Market-Adjusted Model,16648,2023-11-14,-0.102080817,-0.189338772,-0.197614302,21,100
Market-Adjusted Model,16649,2023-11-14,0.0761860407,-0.013702847,-0.019347444,21,100
Market-Adjusted Model,16650,2023-11-14,0.1107382315,0.0197432132,0.0152047468,21,100
Market-Adjusted Model,16653,2023-11-14,0.1452209198,0.0516311228,0.0496874351,21,100
Market-Adjusted Model,16655,2023-11-14,0.1631539837,0.0973414879,0.067620499,21,100
Market-Adjusted Model,16656,2023-11-14,0.2278481067,0.1410564464,0.132314622,21,100
Market-Adjusted Model,16660,2023-11-14,0.0582120975,-0.023153758,-0.037321387,21,100
Market-Adjusted Model,16664,2023-11-14,0.1403834116,0.0469937129,0.0448499269,21,100
Market-Adjusted Model,16666,2023-11-14,0.0194388025,-0.072698055,-0.076094682,21,100
Market-Adjusted Model,16667,2023-11-14,-0.001402371,-0.089625347,-0.096935856,21,100
Market-Adjusted Model,16668,2023-11-14,0.2618025755,0.1490606505,0.1662690908,21,100
Market-Adjusted Model,16670,2023-11-14,-0.429000028,-0.584082809,-0.524533513,21,100
Market-Adjusted Model,16671,2023-11-14,0.0097222464,-0.080162888,-0.085811238,21,100
Market-Adjusted Model,16673,2023-11-14,0.0336353469,-0.05575382,-0.061898138,21,100
Market-Adjusted Model,16675,2023-11-14,-0.159322065,-0.255661592,-0.25485555,21,100
Market-Adjusted Model,16678,2023-11-14,-0.022779409,-0.113335172,-0.118312894,21,100
Market-Adjusted Model,16680,2023-11-14,0.1789137199,0.0788139263,0.0833802352,21,100
Market-Adjusted Model,16681,2023-11-14,-0.074000013,-0.132881678,-0.169533498,21,100
Market-Adjusted Model,16684,2023-11-14,-0.022388006,-0.102135871,-0.11792149,21,100
Market-Adjusted Model,16685,2023-11-14,0.0786150855,-0.015652648,-0.016918399,21,100
Market-Adjusted Model,16689,2023-11-14,-0.01037623,-0.099382458,-0.105909714,21,100
Market-Adjusted Model,16691,2023-11-14,0.1902017759,0.0881623068,0.0946682912,21,100
Market-Adjusted Model,16692,2023-11-14,0.1494105048,0.0497850451,0.05387702,21,100
Market-Adjusted Model,16693,2023-11-14,0.1434134352,0.0453184438,0.0478799505,21,100
Market-Adjusted Model,16696,2023-11-14,0.2323897119,0.1288146869,0.1368562272,21,100
Market-Adjusted Model,16697,2023-11-14,-0.372262771,-0.245533095,-0.467796256,21,100
Market-Adjusted Model,16698,2023-11-14,-0.076217133,-0.158439501,-0.171750618,21,100
Market-Adjusted Model,16699,2023-11-14,-0.060820813,-0.146599728,-0.156354298,21,100
Market-Adjusted Model,16701,2023-11-14,0.1143180609,0.0171792618,0.0187845762,21,100
Market-Adjusted Model,16702,2023-11-14,0.0945718939,0.0009686661,-0.000961591,21,100
Market-Adjusted Model,16703,2023-11-14,0.183745628,0.0943811689,0.0882121433,21,100
Market-Adjusted Model,16705,2023-11-14,0.075949364,0.0418541318,-0.019584121,21,100
Market-Adjusted Model,16706,2023-11-14,0.1178885337,0.0202409886,0.022355049,21,100
Market-Adjusted Model,16709,2023-11-14,-0.129814591,-0.217603343,-0.225348075,21,100
Market-Adjusted Model,16710,2023-11-14,0.2490705951,0.1374030679,0.1535371103,21,100
Market-Adjusted Model,16711,2023-11-14,0.1812327756,0.0783980796,0.0856992908,21,100
Market-Adjusted Model,16712,2023-11-14,-0.122489989,-0.135852654,-0.218023474,21,100
Market-Adjusted Model,16713,2023-11-14,0.0736339762,-0.020389974,-0.021899509,21,100
Market-Adjusted Model,16736,2023-11-14,0.0718230855,-0.020681047,-0.023710399,21,100
Market-Adjusted Model,16737,2023-11-14,-0.178947382,-0.281845228,-0.274480867,21,100
Market-Adjusted Model,16738,2023-11-14,0.0762295332,-0.016781632,-0.019303951,21,100
Market-Adjusted Model,16739,2023-11-14,0.1132075639,0.0333802663,0.0176740792,21,100
Market-Adjusted Model,16741,2023-11-14,0.292287766,0.1706479687,0.1967542813,21,100
Market-Adjusted Model,16742,2023-11-14,0.3785488333,0.2404771215,0.2830153486,21,100
Market-Adjusted Model,16743,2023-11-14,0.1543280821,0.0637824463,0.0587945974,21,100
Market-Adjusted Model,16744,2023-11-14,0.2557369714,0.1412952938,0.1602034867,21,100
Market-Adjusted Model,16745,2023-11-14,0.4070983691,0.2771420973,0.3115648844,21,100
Market-Adjusted Model,16746,2023-11-14,0.2054794642,0.1106645966,0.1099459795,21,100
Market-Adjusted Model,16747,2023-11-14,-0.01685765,-0.10826919,-0.112391135,21,100
Market-Adjusted Model,16749,2023-11-14,0.0932642426,0.0063531815,-0.002269242,21,100
Market-Adjusted Model,16750,2023-11-14,-0.044198957,-0.131647516,-0.139732442,21,100
Market-Adjusted Model,16753,2023-11-14,-0.116788291,-0.173429897,-0.212321776,21,100
Market-Adjusted Model,16754,2023-11-14,0.0280057295,-0.063891155,-0.067527755,21,100
Market-Adjusted Model,16755,2023-11-14,0.0038610187,-0.053330168,-0.054489884,9,100
Market-Adjusted Model,16756,2023-11-14,0.0677613947,-0.02232013,-0.02777209,21,100
Market-Adjusted Model,16760,2023-11-14,0.1113649592,0.017960457,0.0158314745,21,100
Market-Adjusted Model,16761,2023-11-14,0.0530177177,-0.040130521,-0.042515767,21,100
Market-Adjusted Model,16762,2023-11-14,0.0673467538,-0.026438871,-0.028186731,21,100
Market-Adjusted Model,16763,2023-11-14,0.0848182513,-0.008252357,-0.010715233,21,100
Market-Adjusted Model,16764,2023-11-14,0.3188406273,0.1957947529,0.2233071425,21,100
Market-Adjusted Model,16765,2023-11-14,1.9724769842,1.0757855552,1.8769434995,21,100
Market-Adjusted Model,16768,2023-11-14,0.1010203857,0.0079119747,0.005486901,21,100
Market-Adjusted Model,16771,2023-11-14,-0.018728801,-0.106850188,-0.114262286,21,100
Market-Adjusted Model,16773,2023-11-14,-0.013888976,-0.003621949,-0.109422461,21,100
Market-Adjusted Model,16776,2023-11-14,0.5738523808,0.454711979,0.4783188961,21,100
Market-Adjusted Model,16778,2023-11-14,-0.503275402,-0.701786539,-0.598808887,21,100
